method,weighted_f1_mean,weighted_f1_std,macro_f1_all_mean,macro_f1_all_std,macro_f1_eligible_mean,macro_f1_eligible_std,Hemiptera_f1_mean,Hemiptera_f1_std,Coleoptera_f1_mean,Coleoptera_f1_std
resnet50_finetuned,0.9731,0.0007,0.7385,0.0149,0.8859,0.0088,0.8562,0.007,0.8604,0.0029
