method,weighted_f1_mean,weighted_f1_std,macro_f1_all_mean,macro_f1_all_std,macro_f1_eligible_mean,macro_f1_eligible_std,Hemiptera_f1_mean,Hemiptera_f1_std,Coleoptera_f1_mean,Coleoptera_f1_std
dinov2_linear_probe,0.9756,0.0011,0.7286,0.0026,0.9011,0.0077,0.843,0.007,0.8634,0.017
